编号,全拼_raw,全拼_hex,简拼_raw,简拼_hex,干音_raw,干音_hex,映射编号
1345,􀀑􀀥􀀫􀀽,U+100011 U+100025 U+10002B U+10003D,􀀑􀀥􀀫􀀽,U+100011 U+100025 U+10002B U+10003D,􀀑,U+100011,2446
1346,􀀑􀀥􀀭􀀬,U+100011 U+100025 U+10002D U+10002C,􀀑􀀥􀀭􀀬,U+100011 U+100025 U+10002D U+10002C,􀀑,U+100011,2462
1347,􀀑􀀥􀀭􀀾,U+100011 U+100025 U+10002D U+10003E,􀀑􀀥􀀭􀀾,U+100011 U+100025 U+10002D U+10003E,􀀑,U+100011,2416
1348,􀀑􀀥􀀮􀁀,U+100011 U+100025 U+10002E U+100040,􀀑􀀥􀀮􀁀,U+100011 U+100025 U+10002E U+100040,􀀑,U+100011,2418
1349,􀀑􀀥􀀰􀀠,U+100011 U+100025 U+100030 U+100020,􀀑􀀥􀀰􀀠,U+100011 U+100025 U+100030 U+100020,􀀑,U+100011,2450
1350,􀀑􀀥􀀰􀀻,U+100011 U+100025 U+100030 U+10003B,􀀑􀀥􀀰􀀻,U+100011 U+100025 U+100030 U+10003B,􀀑,U+100011,2456
1351,􀀑􀀥􀀱􀀢,U+100011 U+100025 U+100031 U+100022,􀀑􀀥􀀱􀀢,U+100011 U+100025 U+100031 U+100022,􀀑,U+100011,2452
1352,􀀑􀀥􀀱􀀽,U+100011 U+100025 U+100031 U+10003D,􀀑􀀥􀀱􀀽,U+100011 U+100025 U+100031 U+10003D,􀀑,U+100011,2458
1353,􀀑􀀩􀀩􀀾,U+100011 U+100029 U+100029 U+10003E,􀀑􀀩􀀾,U+100011 U+100029 U+10003E,􀀑,U+100011,2374
1354,􀀑􀀩􀀪􀀥,U+100011 U+100029 U+10002A U+100025,􀀑􀀩􀀪􀀥,U+100011 U+100029 U+10002A U+100025,􀀑,U+100011,2388
1355,􀀑􀀩􀀪􀀽,U+100011 U+100029 U+10002A U+10003D,􀀑􀀩􀀪􀀽,U+100011 U+100029 U+10002A U+10003D,􀀑,U+100011,2370
1356,􀀑􀀩􀀪􀁀,U+100011 U+100029 U+10002A U+100040,􀀑􀀩􀀪􀁀,U+100011 U+100029 U+10002A U+100040,􀀑,U+100011,2380
1357,􀀑􀀪􀀪􀀼,U+100011 U+10002A U+10002A U+10003C,􀀑􀀪􀀼,U+100011 U+10002A U+10003C,􀀑,U+100011,2372
1358,􀀑􀀪􀀪􀀿,U+100011 U+10002A U+10002A U+10003F,􀀑􀀪􀀿,U+100011 U+10002A U+10003F,􀀑,U+100011,2382
1359,􀀑􀀫􀀪􀀣,U+100011 U+10002B U+10002A U+100023,􀀑􀀫􀀪􀀣,U+100011 U+10002B U+10002A U+100023,􀀑,U+100011,2384
1360,􀀑􀀫􀀪􀀻,U+100011 U+10002B U+10002A U+10003B,􀀑􀀫􀀪􀀻,U+100011 U+10002B U+10002A U+10003B,􀀑,U+100011,2366
1361,􀀑􀀫􀀪􀀾,U+100011 U+10002B U+10002A U+10003E,􀀑􀀫􀀪􀀾,U+100011 U+10002B U+10002A U+10003E,􀀑,U+100011,2376
1362,􀀑􀀫􀀫􀀥,U+100011 U+10002B U+10002B U+100025,􀀑􀀫􀀥,U+100011 U+10002B U+100025,􀀑,U+100011,2386
1363,􀀑􀀫􀀫􀀽,U+100011 U+10002B U+10002B U+10003D,􀀑􀀫􀀽,U+100011 U+10002B U+10003D,􀀑,U+100011,2368
1364,􀀑􀀫􀀫􀁀,U+100011 U+10002B U+10002B U+100040,􀀑􀀫􀁀,U+100011 U+10002B U+100040,􀀑,U+100011,2378
1365,􀀑􀀬􀀬􀀾,U+100011 U+10002C U+10002C U+10003E,􀀑􀀬􀀾,U+100011 U+10002C U+10003E,􀀑,U+100011,2406
1366,􀀑􀀬􀀭􀀥,U+100011 U+10002C U+10002D U+100025,􀀑􀀬􀀭􀀥,U+100011 U+10002C U+10002D U+100025,􀀑,U+100011,2428
1367,􀀑􀀬􀀭􀀮,U+100011 U+10002C U+10002D U+10002E,􀀑􀀬􀀭􀀮,U+100011 U+10002C U+10002D U+10002E,􀀑,U+100011,2394
1368,􀀑􀀬􀀭􀁀,U+100011 U+10002C U+10002D U+100040,􀀑􀀬􀀭􀁀,U+100011 U+10002C U+10002D U+100040,􀀑,U+100011,2410
1369,􀀑􀀭􀀭􀀤,U+100011 U+10002D U+10002D U+100024,􀀑􀀭􀀤,U+100011 U+10002D U+100024,􀀑,U+100011,2430
1370,􀀑􀀭􀀭􀀭,U+100011 U+10002D U+10002D U+10002D,􀀑􀀭,U+100011 U+10002D,􀀑,U+100011,2396
1371,􀀑􀀮􀀭􀀣,U+100011 U+10002E U+10002D U+100023,􀀑􀀮􀀭􀀣,U+100011 U+10002E U+10002D U+100023,􀀑,U+100011,2424
1372,􀀑􀀮􀀭􀀬,U+100011 U+10002E U+10002D U+10002C,􀀑􀀮􀀭􀀬,U+100011 U+10002E U+10002D U+10002C,􀀑,U+100011,2390
1373,􀀑􀀮􀀭􀀾,U+100011 U+10002E U+10002D U+10003E,􀀑􀀮􀀭􀀾,U+100011 U+10002E U+10002D U+10003E,􀀑,U+100011,2408
1374,􀀑􀀮􀀮􀀥,U+100011 U+10002E U+10002E U+100025,􀀑􀀮􀀥,U+100011 U+10002E U+100025,􀀑,U+100011,2426
1375,􀀑􀀮􀀮􀀮,U+100011 U+10002E U+10002E U+10002E,􀀑􀀮,U+100011 U+10002E,􀀑,U+100011,2392
1376,􀀑􀀯􀀰􀀽,U+100011 U+10002F U+100030 U+10003D,􀀑􀀯􀀰􀀽,U+100011 U+10002F U+100030 U+10003D,􀀑,U+100011,2402
1377,􀀑􀀰􀀰􀀼,U+100011 U+100030 U+100030 U+10003C,􀀑􀀰􀀼,U+100011 U+100030 U+10003C,􀀑,U+100011,2404
1378,􀀑􀀱􀀰􀀻,U+100011 U+100031 U+100030 U+10003B,􀀑􀀱􀀰􀀻,U+100011 U+100031 U+100030 U+10003B,􀀑,U+100011,2398
1379,􀀑􀀱􀀱􀀽,U+100011 U+100031 U+100031 U+10003D,􀀑􀀱􀀽,U+100011 U+100031 U+10003D,􀀑,U+100011,2400
1380,􀀑􀀲􀀳􀀴,U+100011 U+100032 U+100033 U+100034,􀀑􀀲􀀳􀀴,U+100011 U+100032 U+100033 U+100034,􀀑,U+100011,2412
1381,􀀒􀀠􀀠􀀠,U+100012 U+100020 U+100020 U+100020,􀀒􀀠,U+100012 U+100020,􀀒,U+100012,1142
1382,􀀒􀀠􀀡􀀢,U+100012 U+100020 U+100021 U+100022,􀀒􀀠􀀡􀀢,U+100012 U+100020 U+100021 U+100022,􀀒,U+100012,1148
1383,􀀒􀀠􀀩􀀣,U+100012 U+100020 U+100029 U+100023,􀀒􀀠􀀩􀀣,U+100012 U+100020 U+100029 U+100023,􀀒,U+100012,1178
1384,􀀒􀀠􀀩􀀩,U+100012 U+100020 U+100029 U+100029,􀀒􀀠􀀩,U+100012 U+100020 U+100029,􀀒,U+100012,1152
1385,􀀒􀀠􀀩􀀻,U+100012 U+100020 U+100029 U+10003B,􀀒􀀠􀀩􀀻,U+100012 U+100020 U+100029 U+10003B,􀀒,U+100012,1162
1386,􀀒􀀠􀀩􀀾,U+100012 U+100020 U+100029 U+10003E,􀀒􀀠􀀩􀀾,U+100012 U+100020 U+100029 U+10003E,􀀒,U+100012,1170
1387,􀀒􀀠􀀪􀀥,U+100012 U+100020 U+10002A U+100025,􀀒􀀠􀀪􀀥,U+100012 U+100020 U+10002A U+100025,􀀒,U+100012,1184
1388,􀀒􀀠􀀪􀀫,U+100012 U+100020 U+10002A U+10002B,􀀒􀀠􀀪􀀫,U+100012 U+100020 U+10002A U+10002B,􀀒,U+100012,1158
1389,􀀒􀀠􀀪􀀽,U+100012 U+100020 U+10002A U+10003D,􀀒􀀠􀀪􀀽,U+100012 U+100020 U+10002A U+10003D,􀀒,U+100012,1166
1390,􀀒􀀠􀀪􀁀,U+100012 U+100020 U+10002A U+100040,􀀒􀀠􀀪􀁀,U+100012 U+100020 U+10002A U+100040,􀀒,U+100012,1174
1391,􀀒􀀠􀀬􀀣,U+100012 U+100020 U+10002C U+100023,􀀒􀀠􀀬􀀣,U+100012 U+100020 U+10002C U+100023,􀀒,U+100012,1220
1392,􀀒􀀠􀀬􀀾,U+100012 U+100020 U+10002C U+10003E,􀀒􀀠􀀬􀀾,U+100012 U+100020 U+10002C U+10003E,􀀒,U+100012,1206
1393,􀀒􀀠􀀭􀀥,U+100012 U+100020 U+10002D U+100025,􀀒􀀠􀀭􀀥,U+100012 U+100020 U+10002D U+100025,􀀒,U+100012,1226
1394,􀀒􀀠􀀭􀁀,U+100012 U+100020 U+10002D U+100040,􀀒􀀠􀀭􀁀,U+100012 U+100020 U+10002D U+100040,􀀒,U+100012,1210
1395,􀀒􀀠􀀯􀀯,U+100012 U+100020 U+10002F U+10002F,􀀒􀀠􀀯,U+100012 U+100020 U+10002F,􀀒,U+100012,1188
1396,􀀒􀀠􀀯􀀻,U+100012 U+100020 U+10002F U+10003B,􀀒􀀠􀀯􀀻,U+100012 U+100020 U+10002F U+10003B,􀀒,U+100012,1198
1397,􀀒􀀠􀀰􀀱,U+100012 U+100020 U+100030 U+100031,􀀒􀀠􀀰􀀱,U+100012 U+100020 U+100030 U+100031,􀀒,U+100012,1194
1398,􀀒􀀠􀀰􀀽,U+100012 U+100020 U+100030 U+10003D,􀀒􀀠􀀰􀀽,U+100012 U+100020 U+100030 U+10003D,􀀒,U+100012,1202
1399,􀀒􀀡􀀡􀀡,U+100012 U+100021 U+100021 U+100021,􀀒􀀡,U+100012 U+100021,􀀒,U+100012,1150
1400,􀀒􀀡􀀪􀀤,U+100012 U+100021 U+10002A U+100024,􀀒􀀡􀀪􀀤,U+100012 U+100021 U+10002A U+100024,􀀒,U+100012,1186
1401,􀀒􀀡􀀪􀀪,U+100012 U+100021 U+10002A U+10002A,􀀒􀀡􀀪,U+100012 U+100021 U+10002A,􀀒,U+100012,1160
1402,􀀒􀀡􀀪􀀼,U+100012 U+100021 U+10002A U+10003C,􀀒􀀡􀀪􀀼,U+100012 U+100021 U+10002A U+10003C,􀀒,U+100012,1168
1403,􀀒􀀡􀀪􀀿,U+100012 U+100021 U+10002A U+10003F,􀀒􀀡􀀪􀀿,U+100012 U+100021 U+10002A U+10003F,􀀒,U+100012,1176
1404,􀀒􀀡􀀭􀀤,U+100012 U+100021 U+10002D U+100024,􀀒􀀡􀀭􀀤,U+100012 U+100021 U+10002D U+100024,􀀒,U+100012,1228
1405,􀀒􀀡􀀭􀀿,U+100012 U+100021 U+10002D U+10003F,􀀒􀀡􀀭􀀿,U+100012 U+100021 U+10002D U+10003F,􀀒,U+100012,1212
1406,􀀒􀀡􀀰􀀰,U+100012 U+100021 U+100030 U+100030,􀀒􀀡􀀰,U+100012 U+100021 U+100030,􀀒,U+100012,1196
1407,􀀒􀀡􀀰􀀼,U+100012 U+100021 U+100030 U+10003C,􀀒􀀡􀀰􀀼,U+100012 U+100021 U+100030 U+10003C,􀀒,U+100012,1204
1408,􀀒􀀢􀀡􀀠,U+100012 U+100022 U+100021 U+100020,􀀒􀀢􀀡􀀠,U+100012 U+100022 U+100021 U+100020,􀀒,U+100012,1144
1409,􀀒􀀢􀀢􀀢,U+100012 U+100022 U+100022 U+100022,􀀒􀀢,U+100012 U+100022,􀀒,U+100012,1146
1410,􀀒􀀢􀀪􀀣,U+100012 U+100022 U+10002A U+100023,􀀒􀀢􀀪􀀣,U+100012 U+100022 U+10002A U+100023,􀀒,U+100012,1180
1411,􀀒􀀢􀀪􀀩,U+100012 U+100022 U+10002A U+100029,􀀒􀀢􀀪􀀩,U+100012 U+100022 U+10002A U+100029,􀀒,U+100012,1154
1412,􀀒􀀢􀀫􀀥,U+100012 U+100022 U+10002B U+100025,􀀒􀀢􀀫􀀥,U+100012 U+100022 U+10002B U+100025,􀀒,U+100012,1182
1413,􀀒􀀢􀀫􀀫,U+100012 U+100022 U+10002B U+10002B,􀀒􀀢􀀫,U+100012 U+100022 U+10002B,􀀒,U+100012,1156
1414,􀀒􀀢􀀫􀀽,U+100012 U+100022 U+10002B U+10003D,􀀒􀀢􀀫􀀽,U+100012 U+100022 U+10002B U+10003D,􀀒,U+100012,1164
1415,􀀒􀀢􀀫􀁀,U+100012 U+100022 U+10002B U+100040,􀀒􀀢􀀫􀁀,U+100012 U+100022 U+10002B U+100040,􀀒,U+100012,1172
1416,􀀒􀀢􀀭􀀣,U+100012 U+100022 U+10002D U+100023,􀀒􀀢􀀭􀀣,U+100012 U+100022 U+10002D U+100023,􀀒,U+100012,1222
1417,􀀒􀀢􀀮􀀥,U+100012 U+100022 U+10002E U+100025,􀀒􀀢􀀮􀀥,U+100012 U+100022 U+10002E U+100025,􀀒,U+100012,1224
1418,􀀒􀀢􀀮􀁀,U+100012 U+100022 U+10002E U+100040,􀀒􀀢􀀮􀁀,U+100012 U+100022 U+10002E U+100040,􀀒,U+100012,1208
1419,􀀒􀀢􀀰􀀯,U+100012 U+100022 U+100030 U+10002F,􀀒􀀢􀀰􀀯,U+100012 U+100022 U+100030 U+10002F,􀀒,U+100012,1190
1420,􀀒􀀢􀀱􀀱,U+100012 U+100022 U+100031 U+100031,􀀒􀀢􀀱,U+100012 U+100022 U+100031,􀀒,U+100012,1192
1421,􀀒􀀢􀀱􀀽,U+100012 U+100022 U+100031 U+10003D,􀀒􀀢􀀱􀀽,U+100012 U+100022 U+100031 U+10003D,􀀒,U+100012,1200
1422,􀀒􀀦􀀦􀀦,U+100012 U+100026 U+100026 U+100026,􀀒􀀦,U+100012 U+100026,􀀒,U+100012,1230
1423,􀀒􀀦􀀧􀀨,U+100012 U+100026 U+100027 U+100028,􀀒􀀦􀀧􀀨,U+100012 U+100026 U+100027 U+100028,􀀒,U+100012,1236
1424,􀀒􀀦􀀩􀀻,U+100012 U+100026 U+100029 U+10003B,􀀒􀀦􀀩􀀻,U+100012 U+100026 U+100029 U+10003B,􀀒,U+100012,1240
1425,􀀒􀀦􀀪􀀽,U+100012 U+100026 U+10002A U+10003D,􀀒􀀦􀀪􀀽,U+100012 U+100026 U+10002A U+10003D,􀀒,U+100012,1244
1426,􀀒􀀦􀀬􀀾,U+100012 U+100026 U+10002C U+10003E,􀀒􀀦􀀬􀀾,U+100012 U+100026 U+10002C U+10003E,􀀒,U+100012,1214
1427,􀀒􀀦􀀭􀁀,U+100012 U+100026 U+10002D U+100040,􀀒􀀦􀀭􀁀,U+100012 U+100026 U+10002D U+100040,􀀒,U+100012,1218
1428,􀀒􀀦􀀯􀀯,U+100012 U+100026 U+10002F U+10002F,􀀒􀀦􀀯,U+100012 U+100026 U+10002F,􀀒,U+100012,1246
1429,􀀒􀀦􀀯􀀻,U+100012 U+100026 U+10002F U+10003B,􀀒􀀦􀀯􀀻,U+100012 U+100026 U+10002F U+10003B,􀀒,U+100012,1254
1430,􀀒􀀦􀀰􀀱,U+100012 U+100026 U+100030 U+100031,􀀒􀀦􀀰􀀱,U+100012 U+100026 U+100030 U+100031,􀀒,U+100012,1252
1431,􀀒􀀦􀀰􀀽,U+100012 U+100026 U+100030 U+10003D,􀀒􀀦􀀰􀀽,U+100012 U+100026 U+100030 U+10003D,􀀒,U+100012,1258
1432,􀀒􀀧􀀧􀀧,U+100012 U+100027 U+100027 U+100027,􀀒􀀧,U+100012 U+100027,􀀒,U+100012,1238
1433,􀀒􀀨􀀧􀀦,U+100012 U+100028 U+100027 U+100026,􀀒􀀨􀀧􀀦,U+100012 U+100028 U+100027 U+100026,􀀒,U+100012,1232
1434,􀀒􀀨􀀨􀀨,U+100012 U+100028 U+100028 U+100028,􀀒􀀨,U+100012 U+100028,􀀒,U+100012,1234
1435,􀀒􀀨􀀫􀀽,U+100012 U+100028 U+10002B U+10003D,􀀒􀀨􀀫􀀽,U+100012 U+100028 U+10002B U+10003D,􀀒,U+100012,1242
1436,􀀒􀀨􀀮􀁀,U+100012 U+100028 U+10002E U+100040,􀀒􀀨􀀮􀁀,U+100012 U+100028 U+10002E U+100040,􀀒,U+100012,1216
1437,􀀒􀀨􀀰􀀯,U+100012 U+100028 U+100030 U+10002F,􀀒􀀨􀀰􀀯,U+100012 U+100028 U+100030 U+10002F,􀀒,U+100012,1248
1438,􀀒􀀨􀀱􀀱,U+100012 U+100028 U+100031 U+100031,􀀒􀀨􀀱,U+100012 U+100028 U+100031,􀀒,U+100012,1250
1439,􀀒􀀨􀀱􀀽,U+100012 U+100028 U+100031 U+10003D,􀀒􀀨􀀱􀀽,U+100012 U+100028 U+100031 U+10003D,􀀒,U+100012,1256
1440,􀀓􀀠􀀠􀀠,U+100013 U+100020 U+100020 U+100020,􀀓􀀠,U+100013 U+100020,􀀓,U+100013,2204
1441,􀀓􀀠􀀡􀀢,U+100013 U+100020 U+100021 U+100022,􀀓􀀠􀀡􀀢,U+100013 U+100020 U+100021 U+100022,􀀓,U+100013,2210
1442,􀀓􀀠􀀩􀀣,U+100013 U+100020 U+100029 U+100023,􀀓􀀠􀀩􀀣,U+100013 U+100020 U+100029 U+100023,􀀓,U+100013,2242
1443,􀀓􀀠􀀩􀀩,U+100013 U+100020 U+100029 U+100029,􀀓􀀠􀀩,U+100013 U+100020 U+100029,􀀓,U+100013,2214
1444,􀀓􀀠􀀩􀀻,U+100013 U+100020 U+100029 U+10003B,􀀓􀀠􀀩􀀻,U+100013 U+100020 U+100029 U+10003B,􀀓,U+100013,2222
1445,􀀓􀀠􀀩􀀾,U+100013 U+100020 U+100029 U+10003E,􀀓􀀠􀀩􀀾,U+100013 U+100020 U+100029 U+10003E,􀀓,U+100013,2232
1446,􀀓􀀠􀀪􀀥,U+100013 U+100020 U+10002A U+100025,􀀓􀀠􀀪􀀥,U+100013 U+100020 U+10002A U+100025,􀀓,U+100013,2248
1447,􀀓􀀠􀀪􀀫,U+100013 U+100020 U+10002A U+10002B,􀀓􀀠􀀪􀀫,U+100013 U+100020 U+10002A U+10002B,􀀓,U+100013,2220
1448,􀀓􀀠􀀪􀀽,U+100013 U+100020 U+10002A U+10003D,􀀓􀀠􀀪􀀽,U+100013 U+100020 U+10002A U+10003D,􀀓,U+100013,2228
1449,􀀓􀀠􀀪􀁀,U+100013 U+100020 U+10002A U+100040,􀀓􀀠􀀪􀁀,U+100013 U+100020 U+10002A U+100040,􀀓,U+100013,2238
1450,􀀓􀀠􀀬􀀣,U+100013 U+100020 U+10002C U+100023,􀀓􀀠􀀬􀀣,U+100013 U+100020 U+10002C U+100023,􀀓,U+100013,2288
1451,􀀓􀀠􀀬􀀾,U+100013 U+100020 U+10002C U+10003E,􀀓􀀠􀀬􀀾,U+100013 U+100020 U+10002C U+10003E,􀀓,U+100013,2272
1452,􀀓􀀠􀀭􀀥,U+100013 U+100020 U+10002D U+100025,􀀓􀀠􀀭􀀥,U+100013 U+100020 U+10002D U+100025,􀀓,U+100013,2294
1453,􀀓􀀠􀀭􀁀,U+100013 U+100020 U+10002D U+100040,􀀓􀀠􀀭􀁀,U+100013 U+100020 U+10002D U+100040,􀀓,U+100013,2278
1454,􀀓􀀠􀀯􀀯,U+100013 U+100020 U+10002F U+10002F,􀀓􀀠􀀯,U+100013 U+100020 U+10002F,􀀓,U+100013,2252
1455,􀀓􀀠􀀯􀀻,U+100013 U+100020 U+10002F U+10003B,􀀓􀀠􀀯􀀻,U+100013 U+100020 U+10002F U+10003B,􀀓,U+100013,2262
1456,􀀓􀀠􀀰􀀱,U+100013 U+100020 U+100030 U+100031,􀀓􀀠􀀰􀀱,U+100013 U+100020 U+100030 U+100031,􀀓,U+100013,2258
1457,􀀓􀀠􀀰􀀽,U+100013 U+100020 U+100030 U+10003D,􀀓􀀠􀀰􀀽,U+100013 U+100020 U+100030 U+10003D,􀀓,U+100013,2268
1458,􀀓􀀡􀀡􀀡,U+100013 U+100021 U+100021 U+100021,􀀓􀀡,U+100013 U+100021,􀀓,U+100013,2212
1459,􀀓􀀡􀀪􀀤,U+100013 U+100021 U+10002A U+100024,􀀓􀀡􀀪􀀤,U+100013 U+100021 U+10002A U+100024,􀀓,U+100013,2250
1460,􀀓􀀡􀀪􀀼,U+100013 U+100021 U+10002A U+10003C,􀀓􀀡􀀪􀀼,U+100013 U+100021 U+10002A U+10003C,􀀓,U+100013,2230
1461,􀀓􀀡􀀪􀀿,U+100013 U+100021 U+10002A U+10003F,􀀓􀀡􀀪􀀿,U+100013 U+100021 U+10002A U+10003F,􀀓,U+100013,2240
1462,􀀓􀀡􀀭􀀤,U+100013 U+100021 U+10002D U+100024,􀀓􀀡􀀭􀀤,U+100013 U+100021 U+10002D U+100024,􀀓,U+100013,2296
1463,􀀓􀀡􀀭􀀿,U+100013 U+100021 U+10002D U+10003F,􀀓􀀡􀀭􀀿,U+100013 U+100021 U+10002D U+10003F,􀀓,U+100013,2280
1464,􀀓􀀡􀀰􀀰,U+100013 U+100021 U+100030 U+100030,􀀓􀀡􀀰,U+100013 U+100021 U+100030,􀀓,U+100013,2260
1465,􀀓􀀡􀀰􀀼,U+100013 U+100021 U+100030 U+10003C,􀀓􀀡􀀰􀀼,U+100013 U+100021 U+100030 U+10003C,􀀓,U+100013,2270
1466,􀀓􀀢􀀡􀀠,U+100013 U+100022 U+100021 U+100020,􀀓􀀢􀀡􀀠,U+100013 U+100022 U+100021 U+100020,􀀓,U+100013,2206
1467,􀀓􀀢􀀢􀀢,U+100013 U+100022 U+100022 U+100022,􀀓􀀢,U+100013 U+100022,􀀓,U+100013,2208
1468,􀀓􀀢􀀪􀀣,U+100013 U+100022 U+10002A U+100023,􀀓􀀢􀀪􀀣,U+100013 U+100022 U+10002A U+100023,􀀓,U+100013,2244
1469,􀀓􀀢􀀪􀀩,U+100013 U+100022 U+10002A U+100029,􀀓􀀢􀀪􀀩,U+100013 U+100022 U+10002A U+100029,􀀓,U+100013,2216
1470,􀀓􀀢􀀪􀀻,U+100013 U+100022 U+10002A U+10003B,􀀓􀀢􀀪􀀻,U+100013 U+100022 U+10002A U+10003B,􀀓,U+100013,2224
1471,􀀓􀀢􀀪􀀾,U+100013 U+100022 U+10002A U+10003E,􀀓􀀢􀀪􀀾,U+100013 U+100022 U+10002A U+10003E,􀀓,U+100013,2234
1472,􀀓􀀢􀀫􀀥,U+100013 U+100022 U+10002B U+100025,􀀓􀀢􀀫􀀥,U+100013 U+100022 U+10002B U+100025,􀀓,U+100013,2246
1473,􀀓􀀢􀀫􀀫,U+100013 U+100022 U+10002B U+10002B,􀀓􀀢􀀫,U+100013 U+100022 U+10002B,􀀓,U+100013,2218
1474,􀀓􀀢􀀫􀀽,U+100013 U+100022 U+10002B U+10003D,􀀓􀀢􀀫􀀽,U+100013 U+100022 U+10002B U+10003D,􀀓,U+100013,2226
1475,􀀓􀀢􀀫􀁀,U+100013 U+100022 U+10002B U+100040,􀀓􀀢􀀫􀁀,U+100013 U+100022 U+10002B U+100040,􀀓,U+100013,2236
1476,􀀓􀀢􀀭􀀣,U+100013 U+100022 U+10002D U+100023,􀀓􀀢􀀭􀀣,U+100013 U+100022 U+10002D U+100023,􀀓,U+100013,2290
1477,􀀓􀀢􀀭􀀾,U+100013 U+100022 U+10002D U+10003E,􀀓􀀢􀀭􀀾,U+100013 U+100022 U+10002D U+10003E,􀀓,U+100013,2274
1478,􀀓􀀢􀀮􀀥,U+100013 U+100022 U+10002E U+100025,􀀓􀀢􀀮􀀥,U+100013 U+100022 U+10002E U+100025,􀀓,U+100013,2292
1479,􀀓􀀢􀀮􀁀,U+100013 U+100022 U+10002E U+100040,􀀓􀀢􀀮􀁀,U+100013 U+100022 U+10002E U+100040,􀀓,U+100013,2276
1480,􀀓􀀢􀀰􀀯,U+100013 U+100022 U+100030 U+10002F,􀀓􀀢􀀰􀀯,U+100013 U+100022 U+100030 U+10002F,􀀓,U+100013,2254
1481,􀀓􀀢􀀰􀀻,U+100013 U+100022 U+100030 U+10003B,􀀓􀀢􀀰􀀻,U+100013 U+100022 U+100030 U+10003B,􀀓,U+100013,2264
1482,􀀓􀀢􀀱􀀱,U+100013 U+100022 U+100031 U+100031,􀀓􀀢􀀱,U+100013 U+100022 U+100031,􀀓,U+100013,2256
1483,􀀓􀀢􀀱􀀽,U+100013 U+100022 U+100031 U+10003D,􀀓􀀢􀀱􀀽,U+100013 U+100022 U+100031 U+10003D,􀀓,U+100013,2266
1484,􀀓􀀦􀀦􀀦,U+100013 U+100026 U+100026 U+100026,􀀓􀀦,U+100013 U+100026,􀀓,U+100013,2298
1485,􀀓􀀦􀀧􀀨,U+100013 U+100026 U+100027 U+100028,􀀓􀀦􀀧􀀨,U+100013 U+100026 U+100027 U+100028,􀀓,U+100013,2304
1486,􀀓􀀦􀀩􀀻,U+100013 U+100026 U+100029 U+10003B,􀀓􀀦􀀩􀀻,U+100013 U+100026 U+100029 U+10003B,􀀓,U+100013,2308
1487,􀀓􀀦􀀪􀀽,U+100013 U+100026 U+10002A U+10003D,􀀓􀀦􀀪􀀽,U+100013 U+100026 U+10002A U+10003D,􀀓,U+100013,2314
1488,􀀓􀀦􀀬􀀾,U+100013 U+100026 U+10002C U+10003E,􀀓􀀦􀀬􀀾,U+100013 U+100026 U+10002C U+10003E,􀀓,U+100013,2282
1489,􀀓􀀦􀀭􀁀,U+100013 U+100026 U+10002D U+100040,􀀓􀀦􀀭􀁀,U+100013 U+100026 U+10002D U+100040,􀀓,U+100013,2286
1490,􀀓􀀦􀀯􀀯,U+100013 U+100026 U+10002F U+10002F,􀀓􀀦􀀯,U+100013 U+100026 U+10002F,􀀓,U+100013,2318
1491,􀀓􀀦􀀯􀀻,U+100013 U+100026 U+10002F U+10003B,􀀓􀀦􀀯􀀻,U+100013 U+100026 U+10002F U+10003B,􀀓,U+100013,2324
1492,􀀓􀀦􀀰􀀱,U+100013 U+100026 U+100030 U+100031,􀀓􀀦􀀰􀀱,U+100013 U+100026 U+100030 U+100031,􀀓,U+100013,2322
1493,􀀓􀀧􀀧􀀧,U+100013 U+100027 U+100027 U+100027,􀀓􀀧,U+100013 U+100027,􀀓,U+100013,2306
1494,􀀓􀀧􀀪􀀼,U+100013 U+100027 U+10002A U+10003C,􀀓􀀧􀀪􀀼,U+100013 U+100027 U+10002A U+10003C,􀀓,U+100013,2316
1495,􀀓􀀧􀀰􀀼,U+100013 U+100027 U+100030 U+10003C,􀀓􀀧􀀰􀀼,U+100013 U+100027 U+100030 U+10003C,􀀓,U+100013,2330
1496,􀀓􀀨􀀧􀀦,U+100013 U+100028 U+100027 U+100026,􀀓􀀨􀀧􀀦,U+100013 U+100028 U+100027 U+100026,􀀓,U+100013,2300
1497,􀀓􀀨􀀨􀀨,U+100013 U+100028 U+100028 U+100028,􀀓􀀨,U+100013 U+100028,􀀓,U+100013,2302
1498,􀀓􀀨􀀪􀀻,U+100013 U+100028 U+10002A U+10003B,􀀓􀀨􀀪􀀻,U+100013 U+100028 U+10002A U+10003B,􀀓,U+100013,2310
1499,􀀓􀀨􀀫􀀽,U+100013 U+100028 U+10002B U+10003D,􀀓􀀨􀀫􀀽,U+100013 U+100028 U+10002B U+10003D,􀀓,U+100013,2312
1500,􀀓􀀨􀀭􀀾,U+100013 U+100028 U+10002D U+10003E,􀀓􀀨􀀭􀀾,U+100013 U+100028 U+10002D U+10003E,􀀓,U+100013,2284
1501,􀀓􀀨􀀰􀀯,U+100013 U+100028 U+100030 U+10002F,􀀓􀀨􀀰􀀯,U+100013 U+100028 U+100030 U+10002F,􀀓,U+100013,2320
1502,􀀓􀀨􀀰􀀻,U+100013 U+100028 U+100030 U+10003B,􀀓􀀨􀀰􀀻,U+100013 U+100028 U+100030 U+10003B,􀀓,U+100013,2326
